ID,Year,Genre,Duration
709,2007,Comedy-Drama,96
710,2012,Biography-Drama-Thriller,120
711,2007,Comedy-Family,90
712,1996,Drama-Romance-War,162
713,1992,Comedy-Family-Music,100
714,2019,Horror-Mystery-Thriller,106
715,2005,Action-Fantasy-Horror,121
716,2008,Action-Adventure-Comedy,110
717,1996,Animation-Adventure-Comedy,88
718,1997,Comedy-Drama-Romance,116
719,2013,Action-Comedy-Crime,117
720,2016,Action-Comedy-Fantasy,117
721,2007,Action-Fantasy-Thriller,110
722,2015,Comedy,104
723,2017,Adventure-Comedy-Family,103
724,1993,Comedy-Drama-Romance,105
725,1989,Action-Crime-Thriller,114
726,2011,Action-Comedy-Crime,119
727,1985,Biography-Drama-Romance,161
728,2017,Drama-Romance-War,135
729,2017,Action-Crime-Drama,113
730,2011,Action-Drama-Fantasy,110
731,2008,Action-Crime-Thriller,90
732,2010,Adventure-Family-Fantasy,118
733,2013,Action-Fantasy-Horror,88
734,2022,Animation-Action-Adventure,100
735,2017,Action-Adventure-Fantasy,136
736,1997,Drama-Romance,126
737,2019,Crime-Drama-Romance,135
738,2019,Action-Biography-Drama,152
739,2008,Action-Adventure-Sci-Fi,88
740,2003,Adventure-Comedy-Family,97
741,2010,Biography-Drama,120
742,2000,Animation-Adventure-Comedy,84
743,1997,Action-Crime-Thriller,115
744,1994,Drama-Fantasy-Horror,123
745,2005,Drama-Mystery-Thriller,98
746,2008,Comedy-Romance,104
747,2014,Action-Mystery-Thriller,106
748,1989,Adventure-Comedy-Family,93
749,2004,Documentary-Drama-War,122
750,1999,Action-Comedy-Sci-Fi,106
751,2021,Drama,157
752,2017,Action-Sci-Fi-Thriller,109
753,1990,Mystery-Thriller,127
754,2021,Action-Adventure-Comedy,127
755,2003,Comedy,84
756,2004,Action-Crime-Drama,120
757,2016,Action-Adventure-Crime,121
758,2007,Comedy-Romance,129
759,2011,Action-Adventure-Sci-Fi,114
760,2008,Comedy-Romance,99
761,2009,Comedy-Drama-Romance,121
762,2004,Comedy-Drama-Romance,128
763,2013,Action-Biography-Crime,134
764,1998,Animation-Adventure-Drama,99
765,2012,Action-Mystery-Thriller,130
766,2005,Action-Adventure-Drama,144
767,2017,Animation-Adventure-Comedy,86
768,2022,Comedy,109
769,2014,Action-Drama-Fantasy,92
770,2016,Action-Comedy-Crime,107
771,2004,Drama-Sport,132
772,2011,Drama,146
773,1988,Comedy-Crime,107
774,2019,Drama-Romance,135
775,2010,Comedy-Romance,125
776,2011,Comedy-Romance,92
777,2020,Drama-Family,122
778,2020,Animation-Adventure-Comedy,95
779,1994,Action-Crime-Drama,141
780,1961,Animation-Adventure-Comedy,79
781,2015,Comedy,115
782,1992,Drama-Fantasy-Horror,128
783,2000,Action-Adventure-Drama,124
784,1989,Action-Comedy-Fantasy,108
785,2000,Action-Drama-History,165
786,2010,Action-Adventure-Family,109
787,2011,Comedy-Romance,117
788,2014,Action-Adventure-Thriller,126
789,1987,Drama-Music-Romance,100
790,2018,Drama-Sport,130
791,2018,Animation-Adventure-Comedy,96
792,2009,Action-Biography-Crime,140
793,2002,Action-Mystery-Thriller,119
794,1994,Drama-Thriller,128
795,1994,Crime-Drama,154
796,2004,Biography-Drama,170
797,2000,Action-Adventure-Drama,120
798,1995,Biography-Drama-History,178
799,2014,Adventure-Comedy-Drama,125
800,2008,Adventure-Comedy-Family,99
801,2000,Action-Comedy-Crime,109
802,1999,Action-Crime-Romance,113
803,1995,Adventure-Comedy-Crime,90
804,1999,Action-Fantasy-Horror,122
805,2016,Comedy-Drama-Romance,123
806,2014,Action-Drama-War,134
807,2011,Action-Adventure-Sci-Fi,116
808,2008,Adventure-Drama-Romance,165
809,2010,Comedy-Drama,95
810,2003,Action-Adventure-Drama,138
811,2004,Adventure-Comedy-Family,108
812,1989,Animation-Adventure-Comedy,83
813,2022,Comedy-Drama,106
814,2009,Action-Sci-Fi-Thriller,112
815,1979,Action-Adventure-Sci-Fi,126
816,2001,Horror-Mystery-Thriller,101
817,2011,Comedy-Crime,98
818,2018,Drama-Romance,120
819,2002,Crime-Drama-Thriller,124
820,2015,Action-Adventure-Family,130
821,2016,Drama-Romance,106
822,2012,Action-Thriller,115
823,2003,Action-Adventure-Crime,117
824,2001,Action-Adventure-Crime,106
825,2000,Crime-Drama-Thriller,147
826,2011,Horror-Mystery,83
827,1993,Drama,125
828,2021,Horror-Mystery-Thriller,112
829,1999,Fantasy-Horror-Mystery,105
830,2006,Comedy-Romance,136
831,2021,Action-Adventure-Crime,126
832,1967,Animation-Adventure-Comedy,78
833,2016,Action-Thriller,99
834,2006,Comedy-Drama-Romance,106
835,2013,Action-Adventure-Comedy,110
836,2009,Comedy-Romance,96
837,1991,Drama-History-Thriller,189
838,2013,Action-Drama-Thriller,131
839,2020,Action-Adventure-Comedy,109
840,2017,Adventure-Comedy-Drama,100
841,2008,Animation-Adventure-Comedy,101
842,2005,Comedy-Crime,90
843,2010,Biography-Drama-Romance,133
844,2021,Adventure-Comedy-Fantasy,124
845,2008,Action-Comedy,113
846,2019,Animation-Comedy-Family,86
847,2007,Comedy-Drama-Musical,117
848,2004,Action-Adventure-Drama,126
849,2010,Animation-Adventure-Comedy,81
850,2015,Action-Adventure-Biography,121
851,2001,Fantasy-Mystery-Romance,136
852,2016,Drama-Mystery-Sci-Fi,116
853,2014,Action-Thriller,132
854,2004,Animation-Adventure-Comedy,80
855,1998,Biography-Comedy-Drama,115
856,1990,Action-Adventure-Comedy,93
857,1990,Action-Comedy-Crime,111
858,2015,Biography-Drama-History,147
859,2012,Action-Comedy-Crime,109
860,2008,Drama-History-Thriller,121
861,2006,Animation-Adventure-Comedy,86
862,2001,Action-Adventure-Comedy,87
863,1990,Action-Adventure-Thriller,135
864,2013,Adventure-Family-Fantasy,106
865,2002,Comedy-Romance,101
866,2010,Action-Comedy-Crime,111
867,2020,Action-Crime-Thriller,120
868,1998,Drama-Fantasy-Romance,114
869,2005,Action-Comedy-Drama,95
870,2004,Comedy-Drama-Romance,99
871,2012,Action-Adventure-Sci-Fi,118
872,2018,Comedy-Drama,134
873,2012,Adventure-Drama-History,114
874,2012,Adventure-Comedy-Drama,105
875,2018,Adventure-Comedy-Drama,104
876,2013,Action-Adventure-Fantasy,114
877,2017,Animation-Adventure-Comedy,90
878,2021,Drama,129
879,2003,Action-Adventure-Comedy,84
880,2002,Crime-Drama-Thriller,112
881,2022,Action-Comedy-Thriller,127
882,2014,Comedy-Romance,109
883,1994,Action-Adventure-Sci-Fi,116
884,2007,Animation-Action-Adventure,115
885,2012,Drama-Romance,104
886,2003,Comedy,106
887,2008,Action-Comedy-War,107
888,2017,Drama-Fantasy-Romance,123
889,2019,Biography-Drama-Musical,121
890,1993,Crime-Drama-Mystery,141
891,2016,Adventure-Family-Fantasy,117
892,2015,Comedy-Drama,121
893,2005,Animation-Adventure-Comedy,85
894,2011,Animation-Adventure-Comedy,84
895,2002,Action-Drama-Thriller,124
896,2019,Animation-Drama-Fantasy,112
897,2002,Crime-Drama,167
898,2016,Action-Adventure-Fantasy,119
899,2007,Horror-Mystery,86
900,2019,Animation-Action-Adventure,107
901,2014,Action-Crime-Thriller,132
902,2019,Drama-Romance,122
903,2019,Crime-Drama-Thriller,112
904,1991,Comedy-Fantasy,99
905,2005,Comedy-Crime-Sport,113
906,2022,Action-Adventure-Comedy,112
907,1994,Comedy-Drama-Family,97
908,2003,Comedy-Family,98
909,2018,Action-Crime-Thriller,121
910,2000,Action-Horror-Sci-Fi,112
911,1995,Action-Drama-Thriller,127
912,2019,Action-Crime,99
913,1998,Drama-Mystery-Sci-Fi,121
914,2014,Comedy-Drama-Romance,116
915,1988,Action-Adventure-Thriller,102
916,2013,Adventure-Comedy-Drama,114
917,2018,Action-Crime-Mystery,130
918,1978,Adventure-Horror-Thriller,116
919,2013,Biography-Drama-History,134
920,1995,Action-Crime-Drama,170
921,2011,Comedy-Family-Fantasy,94
922,2004,Horror-Mystery-Thriller,91
923,2007,Comedy-Romance,115
924,1998,Drama-Romance-Western,169
925,2005,Biography-Drama-Music,136
926,2015,Comedy,113
927,2003,Animation-Adventure-Comedy,72
928,2009,Horror-Thriller,82
929,2001,Animation-Action-Adventure,95
930,2006,Crime-Drama-Mystery,129
931,1998,Comedy-Sport,90
932,2011,Adventure-Drama-Family,126
933,2017,Comedy-Music,93
934,2009,Action-Drama-Mystery,162
935,1996,Comedy,117
936,2001,Drama-Musical-Romance,127
937,1937,Animation-Adventure-Family,83
938,2011,Animation-Adventure-Comedy,95
939,2016,Comedy,100
940,2015,Action-Adventure-Sci-Fi,127
941,2009,Action-Mystery-Sci-Fi,121
942,2000,Adventure-Comedy-Family,100
943,2016,Animation-Adventure-Comedy,87
944,2014,Animation-Comedy-Drama,95
945,2009,Action-Comedy-Crime,91
946,1992,Comedy-Music,94
947,1994,Action-Adventure-Comedy,127
948,2012,Adventure-Comedy-Drama,106
949,1998,Action-Adventure-Drama,132
950,1991,Crime-Thriller,128
951,2003,Comedy-Family-Fantasy,99
952,2014,Action-Adventure-Family,119
953,1995,Comedy-Drama-Romance,103
954,1995,Drama-Romance,135
955,2016,Comedy-Drama,113
956,2006,Action-Adventure-Thriller,98
957,1996,Comedy,103
958,2021,Crime-Drama-Thriller,120
959,2004,Adventure-Comedy-Family,93
960,1991,Action-Comedy,84
961,2002,Crime-Drama-Thriller,117
962,2003,Action-Crime-Drama,111
963,2019,Animation-Adventure-Comedy,97
964,2002,Action-Adventure-Fantasy,92
965,2002,Comedy-Romance,108
966,2017,Comedy,100
967,2016,Biography-Drama-History,139
968,2006,Action-Crime-Sci-Fi,126
969,2017,Biography-Drama-History,116
970,1995,Biography-Drama,99
971,2012,Comedy,83
972,2003,Action-Adventure-Fantasy,110
973,2016,Action-Adventure-Mystery,120
974,2003,Action-Crime,103
975,1991,Comedy-Western,113
976,2009,Comedy-Drama-Romance,129
977,2008,Action-Mystery-Thriller,118
978,2004,Comedy-Romance,90
979,2006,Animation-Action-Adventure,85
980,2006,Comedy,83
981,1997,Action-Adventure-Thriller,108
982,2005,Drama-Romance,134
983,1992,Action-Thriller,117
984,1997,Comedy-Family-Sci-Fi,93
985,2017,Action-Comedy-Crime,116
986,1999,Crime-Drama-Mystery,105
987,2011,Action-Adventure-Drama,146
988,2010,Horror-Mystery,91
989,2003,Comedy-Romance,116
990,2004,Action-Adventure-Horror,101
991,2002,Action-Adventure-Drama,120
992,2005,Comedy-Romance,116
993,2013,Biography-Drama,132
994,1999,Fantasy-Horror-Mystery,113
995,2011,Comedy-Drama,115
996,2010,Action-Adventure-Thriller,117
997,1982,Comedy-Drama-Romance,116
998,1993,Action-Crime-Drama,128
999,1999,Comedy-Crime,103
1000,2017,Action-Comedy-Crime,118
